sn,np,coating,bacteria,mdr,strain,np_synthesis,method,mic_np_µg_ml,concentration,zoi_np_mm,np_size_min_nm,np_size_max_nm,np_size_avg_nm,shape,time_set_hours,zeta_potential_mV,solvent_for_extract,temperature_for_extract_C,duration_preparing_extract_min,precursor_of_np,concentration_of_precursor_mM,hydrodynamic_diameter_nm,ph_during_synthesis,reference,doi,article_list,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access
311,Ag,0,Staphylococcus epidermidis,0,ATCC 36983,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),MIC,4,,,60,60,60,spherical,24,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7281182/,10.3390/nano10051010,24,Nanomaterials,MDPI AG,2020,The Antibacterial Effect of Silver Nanoparticles on Staphylococcus Epidermidis Strains with Different Biofilm-Forming Ability,TRUE,TRUE,gold,24_swolana2020.pdf,1
312,Ag,0,Staphylococcus epidermidis,0,ATCC 35984,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),MIC,1,,,60,60,60,spherical,24,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7281182/,10.3390/nano10051010,24,Nanomaterials,MDPI AG,2020,The Antibacterial Effect of Silver Nanoparticles on Staphylococcus Epidermidis Strains with Different Biofilm-Forming Ability,TRUE,TRUE,gold,24_swolana2020.pdf,1
313,Ag,0,Pseudomonas aeruginosa,0,,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),MIC,7.5,,,100,100,100,spherical,24,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7281182/,10.3390/nano10051010,24,Nanomaterials,MDPI AG,2020,The Antibacterial Effect of Silver Nanoparticles on Staphylococcus Epidermidis Strains with Different Biofilm-Forming Ability,TRUE,TRUE,gold,24_swolana2020.pdf,1
314,Ag,0,Staphylococcus epidermidis,0,ATCC 36983,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),MIC,3,,,100,100,100,spherical,24,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7281182/,10.3390/nano10051010,24,Nanomaterials,MDPI AG,2020,The Antibacterial Effect of Silver Nanoparticles on Staphylococcus Epidermidis Strains with Different Biofilm-Forming Ability,TRUE,TRUE,gold,24_swolana2020.pdf,1
315,Ag,0,Staphylococcus epidermidis,0,ATCC 35984,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),MIC,1,,,100,100,100,spherical,24,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7281182/,10.3390/nano10051010,24,Nanomaterials,MDPI AG,2020,The Antibacterial Effect of Silver Nanoparticles on Staphylococcus Epidermidis Strains with Different Biofilm-Forming Ability,TRUE,TRUE,gold,24_swolana2020.pdf,1
316,Ag,0,Acinetobacter baumannii,0,BAA-747,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),MIC,32,,,15,25,20,spherical,24,-18.3,water,37,,AgNO3,1,,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,10.3390/antibiotics11091219,4,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Combinations with Antimicrobial Agents against Antimicrobial-Resistant Clinical Isolates,TRUE,TRUE,gold,4_antibiotics-11-01219-v2.pdf,1
317,Ag,0,Acinetobacter baumannii,0,BAA-747,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),MIC,32,,,15,25,20,spherical,24,-18.3,water,37,,AgNO3,1,,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,10.3390/antibiotics11091219,4,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Combinations with Antimicrobial Agents against Antimicrobial-Resistant Clinical Isolates,TRUE,TRUE,gold,4_antibiotics-11-01219-v2.pdf,1
318,Ag,0,Acinetobacter baumannii,0,BAA-747,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),MIC,32,,,15,25,20,spherical,24,-18.3,water,37,,AgNO3,1,,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,10.3390/antibiotics11091219,4,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Combinations with Antimicrobial Agents against Antimicrobial-Resistant Clinical Isolates,TRUE,TRUE,gold,4_antibiotics-11-01219-v2.pdf,1
319,Ag,0,Acinetobacter baumannii,0,BAA-747,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),MIC,32,,,15,25,20,spherical,24,-18.3,water,37,,AgNO3,1,,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,10.3390/antibiotics11091219,4,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Combinations with Antimicrobial Agents against Antimicrobial-Resistant Clinical Isolates,TRUE,TRUE,gold,4_antibiotics-11-01219-v2.pdf,1
320,Ag,0,Acinetobacter baumannii,0,BAA-747,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),MIC,32,,,15,25,20,spherical,24,-18.3,water,37,,AgNO3,1,,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,10.3390/antibiotics11091219,4,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Combinations with Antimicrobial Agents against Antimicrobial-Resistant Clinical Isolates,TRUE,TRUE,gold,4_antibiotics-11-01219-v2.pdf,1
321,Ag,0,Acinetobacter baumannii,0,BAA-747,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),MIC,32,,,15,25,20,spherical,24,-18.3,water,37,,AgNO3,1,,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,10.3390/antibiotics11091219,4,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Combinations with Antimicrobial Agents against Antimicrobial-Resistant Clinical Isolates,TRUE,TRUE,gold,4_antibiotics-11-01219-v2.pdf,1
322,Ag,0,Escherichia coli,0,ATCC 25922,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),MIC,64,,,15,25,20,spherical,24,-18.3,water,37,,AgNO3,1,,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,10.3390/antibiotics11091219,4,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Combinations with Antimicrobial Agents against Antimicrobial-Resistant Clinical Isolates,TRUE,TRUE,gold,4_antibiotics-11-01219-v2.pdf,1
323,Ag,0,Escherichia coli,0,ATCC 25922,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),MIC,64,,,15,25,20,spherical,24,-18.3,water,37,,AgNO3,1,,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,10.3390/antibiotics11091219,4,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Combinations with Antimicrobial Agents against Antimicrobial-Resistant Clinical Isolates,TRUE,TRUE,gold,4_antibiotics-11-01219-v2.pdf,1
324,Ag,0,Escherichia coli,0,ATCC 25922,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),MIC,64,,,15,25,20,spherical,24,-18.3,water,37,,AgNO3,1,,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,10.3390/antibiotics11091219,4,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Combinations with Antimicrobial Agents against Antimicrobial-Resistant Clinical Isolates,TRUE,TRUE,gold,4_antibiotics-11-01219-v2.pdf,1
325,Ag,0,Escherichia coli,0,,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),MIC,4,,,10,30,20,spherical,24,-18.3,water,37,,AgNO3,1,,7,https://doi.org/10.1007/s10876-020-01759-x,10.1007/s10876-020-01759-x,17,Journal of Cluster Science,Springer Science and Business Media LLC,2020,In vitro Cytotoxicity and Antibacterial Activity of Optimized Silver Nanoparticles Against Wound Infectious Bacteria and Their Morphological Studies,FALSE,FALSE,closed,4_antibiotics-11-01219-v2.pdf,1
326,Ag,0,Escherichia coli,0,,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),MBC,6.3,,,10,30,20,spherical,24,-18.3,water,37,,AgNO3,1,,7,https://doi.org/10.1007/s10876-020-01759-x,10.1007/s10876-020-01759-x,17,Journal of Cluster Science,Springer Science and Business Media LLC,2020,In vitro Cytotoxicity and Antibacterial Activity of Optimized Silver Nanoparticles Against Wound Infectious Bacteria and Their Morphological Studies,FALSE,FALSE,closed,4_antibiotics-11-01219-v2.pdf,1
327,Ag,0,Escherichia coli,0,,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),MIC,16,,,10,40,20,spherical,24,-18.3,water,37,,AgNO3,1,,7,https://doi.org/10.1007/s10876-020-01759-x,10.1007/s10876-020-01759-x,17,Journal of Cluster Science,Springer Science and Business Media LLC,2020,In vitro Cytotoxicity and Antibacterial Activity of Optimized Silver Nanoparticles Against Wound Infectious Bacteria and Their Morphological Studies,FALSE,FALSE,closed,4_antibiotics-11-01219-v2.pdf,1
328,Ag,0,Klebsiella pneumoniae,0,ATCC 13883,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),MIC,128,,,15,25,20,spherical,24,-18.3,water,37,,AgNO3,1,,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,10.3390/antibiotics11091219,4,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Combinations with Antimicrobial Agents against Antimicrobial-Resistant Clinical Isolates,TRUE,TRUE,gold,4_antibiotics-11-01219-v2.pdf,1
329,Ag,0,Klebsiella pneumoniae,0,ATCC 13883,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),MIC,128,,,15,25,20,spherical,24,-18.3,water,37,,AgNO3,1,,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,10.3390/antibiotics11091219,4,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Combinations with Antimicrobial Agents against Antimicrobial-Resistant Clinical Isolates,TRUE,TRUE,gold,4_antibiotics-11-01219-v2.pdf,1
330,Ag,0,Klebsiella pneumoniae,0,ATCC 13883,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),MIC,128,,,15,25,20,spherical,24,-18.3,water,37,,AgNO3,1,,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,10.3390/antibiotics11091219,4,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Combinations with Antimicrobial Agents against Antimicrobial-Resistant Clinical Isolates,TRUE,TRUE,gold,4_antibiotics-11-01219-v2.pdf,1
331,Ag,0,Klebsiella pneumoniae,0,ATCC 13883,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),MIC,128,,,15,25,20,spherical,24,-18.3,water,37,,AgNO3,1,,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,10.3390/antibiotics11091219,4,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Combinations with Antimicrobial Agents against Antimicrobial-Resistant Clinical Isolates,TRUE,TRUE,gold,4_antibiotics-11-01219-v2.pdf,1
332,Ag,0,Klebsiella pneumoniae,0,ATCC 13883,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),MIC,128,,,15,25,20,spherical,24,-18.3,water,37,,AgNO3,1,,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,10.3390/antibiotics11091219,4,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Combinations with Antimicrobial Agents against Antimicrobial-Resistant Clinical Isolates,TRUE,TRUE,gold,4_antibiotics-11-01219-v2.pdf,1
333,Ag,0,Klebsiella pneumoniae,0,ATCC 13883,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),MIC,128,,,15,25,20,spherical,24,-18.3,water,37,,AgNO3,1,,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,10.3390/antibiotics11091219,4,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Combinations with Antimicrobial Agents against Antimicrobial-Resistant Clinical Isolates,TRUE,TRUE,gold,4_antibiotics-11-01219-v2.pdf,1
334,Ag,0,Escherichia coli,0,,"purchased from us research nanomaterials, inc.Р Р†Р’",MIC,3.56,,,10.9,16,13.5,spherical,24,,,,,,,,,https://doi.org/10.1016/j.nano.2006.12.001,10.1016/j.nano.2006.12.001,25,"Nanomedicine: Nanotechnology, Biology and Medicine",Elsevier BV,2007,Antimicrobial effects of silver nanoparticles,FALSE,FALSE,closed,25_kim2007.pdf,0
335,Ag,0,Staphylococcus aureus,0,,"purchased from us research nanomaterials, inc.Р Р†Р’",MIC,35.6,,,10.9,16,13.5,spherical,24,,,,,,,,,https://doi.org/10.1016/j.nano.2006.12.001,10.1016/j.nano.2006.12.001,25,"Nanomedicine: Nanotechnology, Biology and Medicine",Elsevier BV,2007,Antimicrobial effects of silver nanoparticles,FALSE,FALSE,closed,25_kim2007.pdf,0
336,Ag,0,Bacillus subtilis,0,MTCC 441,chemical_synthesis using sodium borohydride and silver ions,MIC,40,,,2.26,10.34,3.32,spherical,24,,,,,AgNO3,,,,https://doi.org/10.1016/j.actbio.2007.11.006,10.1016/j.actbio.2007.11.006,1,Acta Biomaterialia,Elsevier BV,2008,Strain specificity in antimicrobial activity of silver and copper nanoparticles,FALSE,FALSE,closed,1_ruparelia2008.pdf,0
337,Ag,0,Bacillus subtilis,0,MTCC 441,chemical_synthesis using sodium borohydride and silver ions,MBC,60,,,2.26,10.34,3.32,spherical,24,,,,,AgNO3,,,,https://doi.org/10.1016/j.actbio.2007.11.006,10.1016/j.actbio.2007.11.006,1,Acta Biomaterialia,Elsevier BV,2008,Strain specificity in antimicrobial activity of silver and copper nanoparticles,FALSE,FALSE,closed,1_ruparelia2008.pdf,0
338,Ag,0,Escherichia coli,0,MTCC 443,chemical_synthesis using sodium borohydride and silver ions,MIC,40,,,2.26,10.34,3.32,spherical,24,,,,,AgNO3,,,,https://doi.org/10.1016/j.actbio.2007.11.006,10.1016/j.actbio.2007.11.006,1,Acta Biomaterialia,Elsevier BV,2008,Strain specificity in antimicrobial activity of silver and copper nanoparticles,FALSE,FALSE,closed,1_ruparelia2008.pdf,0
339,Ag,0,Escherichia coli,0,MTCC 739,chemical_synthesis using sodium borohydride and silver ions,MIC,180,,,2.26,10.34,3.32,spherical,24,,,,,AgNO3,,,,https://doi.org/10.1016/j.actbio.2007.11.006,10.1016/j.actbio.2007.11.006,1,Acta Biomaterialia,Elsevier BV,2008,Strain specificity in antimicrobial activity of silver and copper nanoparticles,FALSE,FALSE,closed,1_ruparelia2008.pdf,0
340,Ag,0,Escherichia coli,0,MTCC 1302,chemical_synthesis using sodium borohydride and silver ions,MIC,120,,,2.26,10.34,3.32,spherical,24,,,,,AgNO3,,,,https://doi.org/10.1016/j.actbio.2007.11.006,10.1016/j.actbio.2007.11.006,1,Acta Biomaterialia,Elsevier BV,2008,Strain specificity in antimicrobial activity of silver and copper nanoparticles,FALSE,FALSE,closed,1_ruparelia2008.pdf,0
341,Ag,0,Escherichia coli,0,MTCC 1687,chemical_synthesis using sodium borohydride and silver ions,MIC,140,,,2.26,10.34,3.32,spherical,24,,,,,AgNO3,,,,https://doi.org/10.1016/j.actbio.2007.11.006,10.1016/j.actbio.2007.11.006,1,Acta Biomaterialia,Elsevier BV,2008,Strain specificity in antimicrobial activity of silver and copper nanoparticles,FALSE,FALSE,closed,1_ruparelia2008.pdf,0
342,Ag,0,Escherichia coli,0,MTCC 443,chemical_synthesis using sodium borohydride and silver ions,MBC,60,,,2.26,10.34,3.32,spherical,24,,,,,AgNO3,,,,https://doi.org/10.1016/j.actbio.2007.11.006,10.1016/j.actbio.2007.11.006,1,Acta Biomaterialia,Elsevier BV,2008,Strain specificity in antimicrobial activity of silver and copper nanoparticles,FALSE,FALSE,closed,1_ruparelia2008.pdf,0
343,Ag,0,Escherichia coli,0,MTCC 739,chemical_synthesis using sodium borohydride and silver ions,MBC,220,,,2.26,10.34,3.32,spherical,24,,,,,AgNO3,,,,https://doi.org/10.1016/j.actbio.2007.11.006,10.1016/j.actbio.2007.11.006,1,Acta Biomaterialia,Elsevier BV,2008,Strain specificity in antimicrobial activity of silver and copper nanoparticles,FALSE,FALSE,closed,1_ruparelia2008.pdf,0
344,Ag,0,Escherichia coli,0,MTCC 1302,chemical_synthesis using sodium borohydride and silver ions,MBC,160,,,2.26,10.34,3.32,spherical,24,,,,,AgNO3,,,,https://doi.org/10.1016/j.actbio.2007.11.006,10.1016/j.actbio.2007.11.006,1,Acta Biomaterialia,Elsevier BV,2008,Strain specificity in antimicrobial activity of silver and copper nanoparticles,FALSE,FALSE,closed,1_ruparelia2008.pdf,0
345,Ag,0,Escherichia coli,0,MTCC 1687,chemical_synthesis using sodium borohydride and silver ions,MBC,180,,,2.26,10.34,3.32,spherical,24,,,,,AgNO3,,,,https://doi.org/10.1016/j.actbio.2007.11.006,10.1016/j.actbio.2007.11.006,1,Acta Biomaterialia,Elsevier BV,2008,Strain specificity in antimicrobial activity of silver and copper nanoparticles,FALSE,FALSE,closed,1_ruparelia2008.pdf,0
346,Ag,0,Staphylococcus aureus,0,NCIM 2079,chemical_synthesis using sodium borohydride and silver ions,MIC,120,,,2.26,10.34,3.32,spherical,24,,,,,AgNO3,,,,https://doi.org/10.1016/j.actbio.2007.11.006,10.1016/j.actbio.2007.11.006,1,Acta Biomaterialia,Elsevier BV,2008,Strain specificity in antimicrobial activity of silver and copper nanoparticles,FALSE,FALSE,closed,1_ruparelia2008.pdf,0
347,Ag,0,Staphylococcus aureus,0,NCIM 5021,chemical_synthesis using sodium borohydride and silver ions,MIC,120,,,2.26,10.34,3.32,spherical,24,,,,,AgNO3,,,,https://doi.org/10.1016/j.actbio.2007.11.006,10.1016/j.actbio.2007.11.006,1,Acta Biomaterialia,Elsevier BV,2008,Strain specificity in antimicrobial activity of silver and copper nanoparticles,FALSE,FALSE,closed,1_ruparelia2008.pdf,0
348,Ag,0,Staphylococcus aureus,0,NCIM 5022,chemical_synthesis using sodium borohydride and silver ions,MIC,120,,,2.26,10.34,3.32,spherical,24,,,,,AgNO3,,,,https://doi.org/10.1016/j.actbio.2007.11.006,10.1016/j.actbio.2007.11.006,1,Acta Biomaterialia,Elsevier BV,2008,Strain specificity in antimicrobial activity of silver and copper nanoparticles,FALSE,FALSE,closed,1_ruparelia2008.pdf,0
349,Ag,0,Staphylococcus aureus,0,NCIM 2079,chemical_synthesis using sodium borohydride and silver ions,MBC,160,,,2.26,10.34,3.32,spherical,24,,,,,AgNO3,,,,https://doi.org/10.1016/j.actbio.2007.11.006,10.1016/j.actbio.2007.11.006,1,Acta Biomaterialia,Elsevier BV,2008,Strain specificity in antimicrobial activity of silver and copper nanoparticles,FALSE,FALSE,closed,1_ruparelia2008.pdf,0
350,Ag,0,Staphylococcus aureus,0,NCIM 5021,chemical_synthesis using sodium borohydride and silver ions,MBC,160,,,2.26,10.34,3.32,spherical,24,,,,,AgNO3,,,,https://doi.org/10.1016/j.actbio.2007.11.006,10.1016/j.actbio.2007.11.006,1,Acta Biomaterialia,Elsevier BV,2008,Strain specificity in antimicrobial activity of silver and copper nanoparticles,FALSE,FALSE,closed,1_ruparelia2008.pdf,0
351,Ag,0,Staphylococcus aureus,0,NCIM 5022,chemical_synthesis using sodium borohydride and silver ions,MBC,160,,,2.26,10.34,3.32,spherical,24,,,,,AgNO3,,,,https://doi.org/10.1016/j.actbio.2007.11.006,10.1016/j.actbio.2007.11.006,1,Acta Biomaterialia,Elsevier BV,2008,Strain specificity in antimicrobial activity of silver and copper nanoparticles,FALSE,FALSE,closed,1_ruparelia2008.pdf,0
352,Ag,0,Bacillus subtilis,0,MTCC 441,chemical_synthesis using sodium borohydride and silver ions,MIC,40,,,2.26,10.34,3.32,spherical,24,,,,,AgNO3,,,,https://doi.org/10.1016/j.actbio.2007.11.006,10.1016/j.actbio.2007.11.006,1,Acta Biomaterialia,Elsevier BV,2008,Strain specificity in antimicrobial activity of silver and copper nanoparticles,FALSE,FALSE,closed,1_ruparelia2008.pdf,0
353,Ag,0,Bacillus subtilis,0,MTCC 441,chemical_synthesis using sodium borohydride and silver ions,MBC,60,,,2.26,10.34,3.32,spherical,24,,,,,AgNO3,,,,https://doi.org/10.1016/j.actbio.2007.11.006,10.1016/j.actbio.2007.11.006,1,Acta Biomaterialia,Elsevier BV,2008,Strain specificity in antimicrobial activity of silver and copper nanoparticles,FALSE,FALSE,closed,1_ruparelia2008.pdf,0
354,Ag,0,Escherichia coli,0,MTCC 443,chemical_synthesis using sodium borohydride and silver ions,MIC,40,,,2.26,10.34,3.32,spherical,24,,,,,AgNO3,,,,https://doi.org/10.1016/j.actbio.2007.11.006,10.1016/j.actbio.2007.11.006,1,Acta Biomaterialia,Elsevier BV,2008,Strain specificity in antimicrobial activity of silver and copper nanoparticles,FALSE,FALSE,closed,1_ruparelia2008.pdf,0
355,Ag,0,Escherichia coli,0,MTCC 739,chemical_synthesis using sodium borohydride and silver ions,MIC,180,,,2.26,10.34,3.32,spherical,24,,,,,AgNO3,,,,https://doi.org/10.1016/j.actbio.2007.11.006,10.1016/j.actbio.2007.11.006,1,Acta Biomaterialia,Elsevier BV,2008,Strain specificity in antimicrobial activity of silver and copper nanoparticles,FALSE,FALSE,closed,1_ruparelia2008.pdf,0
356,Ag,0,Escherichia coli,0,MTCC 1302,chemical_synthesis using sodium borohydride and silver ions,MIC,120,,,2.26,10.34,3.32,spherical,24,,,,,AgNO3,,,,https://doi.org/10.1016/j.actbio.2007.11.006,10.1016/j.actbio.2007.11.006,1,Acta Biomaterialia,Elsevier BV,2008,Strain specificity in antimicrobial activity of silver and copper nanoparticles,FALSE,FALSE,closed,1_ruparelia2008.pdf,0
357,Ag,0,Escherichia coli,0,MTCC 1687,chemical_synthesis using sodium borohydride and silver ions,MIC,140,,,2.26,10.34,3.32,spherical,24,,,,,AgNO3,,,,https://doi.org/10.1016/j.actbio.2007.11.006,10.1016/j.actbio.2007.11.006,1,Acta Biomaterialia,Elsevier BV,2008,Strain specificity in antimicrobial activity of silver and copper nanoparticles,FALSE,FALSE,closed,1_ruparelia2008.pdf,0
