sn,material,shape,coat_functional_group,synthesis_method,surface_charge,size_in_medium_nm,zeta_in_medium_mv,no_of_cells_cells_well,human_animal,cell_source,cell_tissue,cell_morphology,cell_age,time_hr,concentration,test,test_indicator,viability_%,doi,article_list,core_nm,hydrodynamic_nm,potential_mv,cell_type,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access
1926,CaHCO3,Rod,,Precipitation,,567.86,,,H,Human,BoneMarrow,,,72,5,CCK-8,,100.45,10.1155/2018/2036176,57,,,,hMSC,Stem Cells International,Wiley,2018,In Vitro Uptake of Hydroxyapatite Nanoparticles and Their Effect on Osteogenic Differentiation of Human Mesenchymal Stem Cells,TRUE,TRUE,gold,57_yang2018.pdf,1
1927,CaHCO3,Rod,,Precipitation,,567.86,,,H,Human,BoneMarrow,,,72,10,CCK-8,,99.324,10.1155/2018/2036176,57,,,,hMSC,Stem Cells International,Wiley,2018,In Vitro Uptake of Hydroxyapatite Nanoparticles and Their Effect on Osteogenic Differentiation of Human Mesenchymal Stem Cells,TRUE,TRUE,gold,57_yang2018.pdf,1
1928,CaHCO3,Rod,,Precipitation,,567.86,,,H,Human,BoneMarrow,,,72,50,CCK-8,,90.541,10.1155/2018/2036176,57,,,,hMSC,Stem Cells International,Wiley,2018,In Vitro Uptake of Hydroxyapatite Nanoparticles and Their Effect on Osteogenic Differentiation of Human Mesenchymal Stem Cells,TRUE,TRUE,gold,57_yang2018.pdf,1
1929,CaHCO3,Rod,,Precipitation,,626.1,,,H,Human,BoneMarrow,,,72,5,CCK-8,,99.324,10.1155/2018/2036176,57,,,,hMSC,Stem Cells International,Wiley,2018,In Vitro Uptake of Hydroxyapatite Nanoparticles and Their Effect on Osteogenic Differentiation of Human Mesenchymal Stem Cells,TRUE,TRUE,gold,57_yang2018.pdf,1
1930,CaHCO3,Rod,,Precipitation,,626.1,,,H,Human,BoneMarrow,,,72,10,CCK-8,,99.324,10.1155/2018/2036176,57,,,,hMSC,Stem Cells International,Wiley,2018,In Vitro Uptake of Hydroxyapatite Nanoparticles and Their Effect on Osteogenic Differentiation of Human Mesenchymal Stem Cells,TRUE,TRUE,gold,57_yang2018.pdf,1
1931,CaHCO3,Rod,,Precipitation,,626.1,,,H,Human,BoneMarrow,,,72,50,CCK-8,,93.468,10.1155/2018/2036176,57,,,,hMSC,Stem Cells International,Wiley,2018,In Vitro Uptake of Hydroxyapatite Nanoparticles and Their Effect on Osteogenic Differentiation of Human Mesenchymal Stem Cells,TRUE,TRUE,gold,57_yang2018.pdf,1
1932,CaHCO3,Rod,,Precipitation,,1262.33,,,H,Human,BoneMarrow,,,72,5,CCK-8,,98.649,10.1155/2018/2036176,57,,,,hMSC,Stem Cells International,Wiley,2018,In Vitro Uptake of Hydroxyapatite Nanoparticles and Their Effect on Osteogenic Differentiation of Human Mesenchymal Stem Cells,TRUE,TRUE,gold,57_yang2018.pdf,1
1933,CaHCO3,Rod,,Precipitation,,1262.33,,,H,Human,BoneMarrow,,,72,10,CCK-8,,98.649,10.1155/2018/2036176,57,,,,hMSC,Stem Cells International,Wiley,2018,In Vitro Uptake of Hydroxyapatite Nanoparticles and Their Effect on Osteogenic Differentiation of Human Mesenchymal Stem Cells,TRUE,TRUE,gold,57_yang2018.pdf,1
1934,CaHCO3,Rod,,Precipitation,,1262.33,,,H,Human,BoneMarrow,,,72,50,CCK-8,,92.342,10.1155/2018/2036176,57,,,,hMSC,Stem Cells International,Wiley,2018,In Vitro Uptake of Hydroxyapatite Nanoparticles and Their Effect on Osteogenic Differentiation of Human Mesenchymal Stem Cells,TRUE,TRUE,gold,57_yang2018.pdf,1
1935,CaHCO3,Sphere,,Sol-Gel Method,,,,100000,H,Human,Liver,,,48,200,MTT,TetrazoliumSalt,53.263,10.1016/j.biomaterials.2009.09.088,58,,26,,HepG2,Biomaterials,Elsevier BV,2010,Size-mediated cytotoxicity and apoptosis of hydroxyapatite nanoparticles in human hepatoma HepG2 cells,FALSE,FALSE,closed,58_yuan2010.pdf,0
1936,CaHCO3,Sphere,,Sol-Gel Method,,,,100000,H,Human,Liver,,,48,200,MTT,TetrazoliumSalt,22.458,10.1016/j.biomaterials.2009.09.088,58,,45,,HepG2,Biomaterials,Elsevier BV,2010,Size-mediated cytotoxicity and apoptosis of hydroxyapatite nanoparticles in human hepatoma HepG2 cells,FALSE,FALSE,closed,58_yuan2010.pdf,0
1937,CaHCO3,Sphere,,Sol-Gel Method,,,,100000,H,Human,Liver,,,48,200,MTT,TetrazoliumSalt,65.554,10.1016/j.biomaterials.2009.09.088,58,,78,,HepG2,Biomaterials,Elsevier BV,2010,Size-mediated cytotoxicity and apoptosis of hydroxyapatite nanoparticles in human hepatoma HepG2 cells,FALSE,FALSE,closed,58_yuan2010.pdf,0
1938,CaHCO3,Sphere,,Sol-Gel Method,,,,100000,H,Human,Liver,,,48,200,MTT,TetrazoliumSalt,91.047,10.1016/j.biomaterials.2009.09.088,58,,175,,HepG2,Biomaterials,Elsevier BV,2010,Size-mediated cytotoxicity and apoptosis of hydroxyapatite nanoparticles in human hepatoma HepG2 cells,FALSE,FALSE,closed,58_yuan2010.pdf,0
1939,CaHCO3,Sphere,,Sol-Gel Method,,,,100000,H,Human,Liver,,,48,200,MTT,TetrazoliumSalt,96.662,10.1016/j.biomaterials.2009.09.088,58,,26,,L-02,Biomaterials,Elsevier BV,2010,Size-mediated cytotoxicity and apoptosis of hydroxyapatite nanoparticles in human hepatoma HepG2 cells,FALSE,FALSE,closed,58_yuan2010.pdf,0
1940,CaHCO3,Sphere,,Sol-Gel Method,,,,100000,H,Human,Liver,,,48,200,MTT,TetrazoliumSalt,95.144,10.1016/j.biomaterials.2009.09.088,58,,45,,L-02,Biomaterials,Elsevier BV,2010,Size-mediated cytotoxicity and apoptosis of hydroxyapatite nanoparticles in human hepatoma HepG2 cells,FALSE,FALSE,closed,58_yuan2010.pdf,0
1941,CaHCO3,Sphere,,Sol-Gel Method,,,,100000,H,Human,Liver,,,48,200,MTT,TetrazoliumSalt,94.537,10.1016/j.biomaterials.2009.09.088,58,,78,,L-02,Biomaterials,Elsevier BV,2010,Size-mediated cytotoxicity and apoptosis of hydroxyapatite nanoparticles in human hepatoma HepG2 cells,FALSE,FALSE,closed,58_yuan2010.pdf,0
1942,CaHCO3,Sphere,,Sol-Gel Method,,,,100000,H,Human,Liver,,,48,200,MTT,TetrazoliumSalt,94.841,10.1016/j.biomaterials.2009.09.088,58,,175,,L-02,Biomaterials,Elsevier BV,2010,Size-mediated cytotoxicity and apoptosis of hydroxyapatite nanoparticles in human hepatoma HepG2 cells,FALSE,FALSE,closed,58_yuan2010.pdf,0
1943,CaHCO3,Sphere,,Sol-Gel Method,,,,100000,H,Human,Liver,,,24,200,MTT,TetrazoliumSalt,73.149,10.1016/j.biomaterials.2009.09.088,58,,26,,HepG2,Biomaterials,Elsevier BV,2010,Size-mediated cytotoxicity and apoptosis of hydroxyapatite nanoparticles in human hepatoma HepG2 cells,FALSE,FALSE,closed,58_yuan2010.pdf,0
1944,CaHCO3,Sphere,,Sol-Gel Method,,,,100000,H,Human,Liver,,,24,200,MTT,TetrazoliumSalt,52.044,10.1016/j.biomaterials.2009.09.088,58,,45,,HepG2,Biomaterials,Elsevier BV,2010,Size-mediated cytotoxicity and apoptosis of hydroxyapatite nanoparticles in human hepatoma HepG2 cells,FALSE,FALSE,closed,58_yuan2010.pdf,0
1945,CaHCO3,Sphere,,Sol-Gel Method,,,,100000,H,Human,Liver,,,24,200,MTT,TetrazoliumSalt,82.541,10.1016/j.biomaterials.2009.09.088,58,,78,,HepG2,Biomaterials,Elsevier BV,2010,Size-mediated cytotoxicity and apoptosis of hydroxyapatite nanoparticles in human hepatoma HepG2 cells,FALSE,FALSE,closed,58_yuan2010.pdf,0
1946,CaHCO3,Sphere,,Sol-Gel Method,,,,100000,H,Human,Liver,,,24,200,MTT,TetrazoliumSalt,94.917,10.1016/j.biomaterials.2009.09.088,58,,175,,HepG2,Biomaterials,Elsevier BV,2010,Size-mediated cytotoxicity and apoptosis of hydroxyapatite nanoparticles in human hepatoma HepG2 cells,FALSE,FALSE,closed,58_yuan2010.pdf,0
1947,CaHCO3,Sphere,,Sol-Gel Method,,,,100000,H,Human,Liver,,,48,200,MTT,TetrazoliumSalt,53.37,10.1016/j.biomaterials.2009.09.088,58,,26,,HepG2,Biomaterials,Elsevier BV,2010,Size-mediated cytotoxicity and apoptosis of hydroxyapatite nanoparticles in human hepatoma HepG2 cells,FALSE,FALSE,closed,58_yuan2010.pdf,0
1948,CaHCO3,Sphere,,Sol-Gel Method,,,,100000,H,Human,Liver,,,48,200,MTT,TetrazoliumSalt,22.32,10.1016/j.biomaterials.2009.09.088,58,,45,,HepG2,Biomaterials,Elsevier BV,2010,Size-mediated cytotoxicity and apoptosis of hydroxyapatite nanoparticles in human hepatoma HepG2 cells,FALSE,FALSE,closed,58_yuan2010.pdf,0
1949,CaHCO3,Sphere,,Sol-Gel Method,,,,100000,H,Human,Liver,,,48,200,MTT,TetrazoliumSalt,73.481,10.1016/j.biomaterials.2009.09.088,58,,78,,HepG2,Biomaterials,Elsevier BV,2010,Size-mediated cytotoxicity and apoptosis of hydroxyapatite nanoparticles in human hepatoma HepG2 cells,FALSE,FALSE,closed,58_yuan2010.pdf,0
1950,CaHCO3,Sphere,,Sol-Gel Method,,,,100000,H,Human,Liver,,,48,200,MTT,TetrazoliumSalt,89.945,10.1016/j.biomaterials.2009.09.088,58,,175,,HepG2,Biomaterials,Elsevier BV,2010,Size-mediated cytotoxicity and apoptosis of hydroxyapatite nanoparticles in human hepatoma HepG2 cells,FALSE,FALSE,closed,58_yuan2010.pdf,0
1951,CaHCO3,Sphere,,Sol-Gel Method,,,,100000,H,Human,Liver,,,72,200,MTT,TetrazoliumSalt,48.066,10.1016/j.biomaterials.2009.09.088,58,,26,,HepG2,Biomaterials,Elsevier BV,2010,Size-mediated cytotoxicity and apoptosis of hydroxyapatite nanoparticles in human hepatoma HepG2 cells,FALSE,FALSE,closed,58_yuan2010.pdf,0
1952,CaHCO3,Sphere,,Sol-Gel Method,,,,100000,H,Human,Liver,,,72,200,MTT,TetrazoliumSalt,20.994,10.1016/j.biomaterials.2009.09.088,58,,45,,HepG2,Biomaterials,Elsevier BV,2010,Size-mediated cytotoxicity and apoptosis of hydroxyapatite nanoparticles in human hepatoma HepG2 cells,FALSE,FALSE,closed,58_yuan2010.pdf,0
1953,CaHCO3,Sphere,,Sol-Gel Method,,,,100000,H,Human,Liver,,,72,200,MTT,TetrazoliumSalt,70.718,10.1016/j.biomaterials.2009.09.088,58,,78,,HepG2,Biomaterials,Elsevier BV,2010,Size-mediated cytotoxicity and apoptosis of hydroxyapatite nanoparticles in human hepatoma HepG2 cells,FALSE,FALSE,closed,58_yuan2010.pdf,0
1954,CaHCO3,Sphere,,Sol-Gel Method,,,,100000,H,Human,Liver,,,72,200,MTT,TetrazoliumSalt,86.961,10.1016/j.biomaterials.2009.09.088,58,,175,,HepG2,Biomaterials,Elsevier BV,2010,Size-mediated cytotoxicity and apoptosis of hydroxyapatite nanoparticles in human hepatoma HepG2 cells,FALSE,FALSE,closed,58_yuan2010.pdf,0
1955,CuO,Sphere,,Commercial,Negative,65.59,-39.67,10000,H,Human,Lung,Epithelial,Adult,24,10,MTT,TetrazoliumSalt,75,10.1016/j.bbrc.2010.04.156,59,,52.51,,A549,Biochemical and Biophysical Research Communications,Elsevier BV,2010,Genotoxic potential of copper oxide nanoparticles in human lung epithelial cells,FALSE,FALSE,closed,59_ahamed2010.pdf,0
1956,CuO,Sphere,,Commercial,Negative,65.59,-39.67,10000,H,Human,Lung,Epithelial,Adult,24,25,MTT,TetrazoliumSalt,66,10.1016/j.bbrc.2010.04.156,59,,52.51,,A549,Biochemical and Biophysical Research Communications,Elsevier BV,2010,Genotoxic potential of copper oxide nanoparticles in human lung epithelial cells,FALSE,FALSE,closed,59_ahamed2010.pdf,0
1957,CuO,Sphere,,Commercial,Negative,65.59,-39.67,10000,H,Human,Lung,Epithelial,Adult,24,50,MTT,TetrazoliumSalt,48,10.1016/j.bbrc.2010.04.156,59,,52.51,,A549,Biochemical and Biophysical Research Communications,Elsevier BV,2010,Genotoxic potential of copper oxide nanoparticles in human lung epithelial cells,FALSE,FALSE,closed,59_ahamed2010.pdf,0
1958,CuO,Sphere,,Commercial,Negative,65.59,-39.67,10000,H,Human,Lung,Epithelial,Adult,24,10,NRU,NeutralRed,85,10.1016/j.bbrc.2010.04.156,59,,52.51,,A549,Biochemical and Biophysical Research Communications,Elsevier BV,2010,Genotoxic potential of copper oxide nanoparticles in human lung epithelial cells,FALSE,FALSE,closed,59_ahamed2010.pdf,0
1959,CuO,Sphere,,Commercial,Negative,65.59,-39.67,10000,H,Human,Lung,Epithelial,Adult,24,25,NRU,NeutralRed,69,10.1016/j.bbrc.2010.04.156,59,,52.51,,A549,Biochemical and Biophysical Research Communications,Elsevier BV,2010,Genotoxic potential of copper oxide nanoparticles in human lung epithelial cells,FALSE,FALSE,closed,59_ahamed2010.pdf,0
1960,CuO,Sphere,,Commercial,Negative,65.59,-39.67,10000,H,Human,Lung,Epithelial,Adult,24,50,NRU,NeutralRed,46,10.1016/j.bbrc.2010.04.156,59,,52.51,,A549,Biochemical and Biophysical Research Communications,Elsevier BV,2010,Genotoxic potential of copper oxide nanoparticles in human lung epithelial cells,FALSE,FALSE,closed,59_ahamed2010.pdf,0
1961,CuO,Sphere,,Commercial,Negative,310,-12.1,4500,H,Human,BoneMarrow,,,48,1.78,NRU,NeutralRed,78.035,10.3109/15376516.2014.928920,60,,30.09,-20,hMSC,Toxicology Mechanisms and Methods,Informa UK Limited,2014,Acute toxicity test of CuO nanoparticles using human mesenchymal stem cells,FALSE,FALSE,closed,60_ahamed2010.pdf,0
1962,CuO,Sphere,,Commercial,Negative,310,-12.1,4500,H,Human,BoneMarrow,,,48,3.16,NRU,NeutralRed,31.985,10.3109/15376516.2014.928920,60,,30.09,-20,hMSC,Toxicology Mechanisms and Methods,Informa UK Limited,2014,Acute toxicity test of CuO nanoparticles using human mesenchymal stem cells,FALSE,FALSE,closed,60_ahamed2010.pdf,0
1963,CuO,Sphere,,Commercial,Negative,310,-12.1,4500,H,Human,BoneMarrow,,,48,5.62,NRU,NeutralRed,10.405,10.3109/15376516.2014.928920,60,,30.09,-20,hMSC,Toxicology Mechanisms and Methods,Informa UK Limited,2014,Acute toxicity test of CuO nanoparticles using human mesenchymal stem cells,FALSE,FALSE,closed,60_ahamed2010.pdf,0
1964,CuO,Sphere,,Commercial,Negative,310,-12.1,4500,H,Human,BoneMarrow,,,48,10,NRU,NeutralRed,4.2389,10.3109/15376516.2014.928920,60,,30.09,-20,hMSC,Toxicology Mechanisms and Methods,Informa UK Limited,2014,Acute toxicity test of CuO nanoparticles using human mesenchymal stem cells,FALSE,FALSE,closed,60_ahamed2010.pdf,0
1965,CuO,Sphere,,Commercial,Negative,310,-12.1,4500,H,Human,BoneMarrow,,,48,17.8,NRU,NeutralRed,2.1195,10.3109/15376516.2014.928920,60,,30.09,-20,hMSC,Toxicology Mechanisms and Methods,Informa UK Limited,2014,Acute toxicity test of CuO nanoparticles using human mesenchymal stem cells,FALSE,FALSE,closed,60_ahamed2010.pdf,0
1966,CuO,Sphere,,Commercial,Negative,310,-12.1,4500,H,Human,BoneMarrow,,,48,31.6,NRU,NeutralRed,1.1561,10.3109/15376516.2014.928920,60,,30.09,-20,hMSC,Toxicology Mechanisms and Methods,Informa UK Limited,2014,Acute toxicity test of CuO nanoparticles using human mesenchymal stem cells,FALSE,FALSE,closed,60_ahamed2010.pdf,0
1967,CuO,Sphere,,Commercial,Negative,310,-12.1,4500,H,Human,BoneMarrow,,,48,56.2,NRU,NeutralRed,0.385,10.3109/15376516.2014.928920,60,,30.09,-20,hMSC,Toxicology Mechanisms and Methods,Informa UK Limited,2014,Acute toxicity test of CuO nanoparticles using human mesenchymal stem cells,FALSE,FALSE,closed,60_ahamed2010.pdf,0
1968,CuO,Sphere,,Commercial,Negative,310,-12.1,4500,H,Human,BoneMarrow,,,48,100,NRU,NeutralRed,0.385,10.3109/15376516.2014.928920,60,,30.09,-20,hMSC,Toxicology Mechanisms and Methods,Informa UK Limited,2014,Acute toxicity test of CuO nanoparticles using human mesenchymal stem cells,FALSE,FALSE,closed,60_ahamed2010.pdf,0
1969,CuO,Sphere,,Solvothermal Process,Negative,87,-25,1000,H,Human,Lung,Epithelial,Adult,24,5,MTT,TetrazoliumSalt,81.514,10.1177/0748233713511512,61,,23,,A549,Toxicology and Industrial Health,SAGE Publications,2013,Dose-dependent genotoxicity of copper oxide nanoparticles stimulated by reactive oxygen species in human lung epithelial cells,FALSE,FALSE,closed,61_akhtar2013.pdf,0
1970,CuO,Sphere,,Solvothermal Process,Negative,87,-25,1000,H,Human,Lung,Epithelial,Adult,24,10,MTT,TetrazoliumSalt,56.477,10.1177/0748233713511512,61,,23,,A549,Toxicology and Industrial Health,SAGE Publications,2013,Dose-dependent genotoxicity of copper oxide nanoparticles stimulated by reactive oxygen species in human lung epithelial cells,FALSE,FALSE,closed,61_akhtar2013.pdf,0
1971,CuO,Sphere,,Solvothermal Process,Negative,87,-25,1000,H,Human,Lung,Epithelial,Adult,24,15,MTT,TetrazoliumSalt,31.441,10.1177/0748233713511512,61,,23,,A549,Toxicology and Industrial Health,SAGE Publications,2013,Dose-dependent genotoxicity of copper oxide nanoparticles stimulated by reactive oxygen species in human lung epithelial cells,FALSE,FALSE,closed,61_akhtar2013.pdf,0
1972,CuO,Sphere,,Commercial,,644,,50000,H,Human,Colon,Epithelial,Adult,24,25,MTS,TetrazoliumSalt,114.06,10.3109/17435390.2011.625127,62,,40,,Caco-2,Nanotoxicology,Informa UK Limited,2011,Differential toxicity of copper (II) oxide nanoparticles of similar hydrodynamic diameter on human differentiated intestinal Caco-2 cell monolayers is correlated in part to copper release and shape,FALSE,FALSE,closed,62_piret2011.pdf,0
1973,CuO,Sphere,,Commercial,,644,,50000,H,Human,Colon,Epithelial,Adult,48,25,MTS,TetrazoliumSalt,75.332,10.3109/17435390.2011.625127,62,,40,,Caco-2,Nanotoxicology,Informa UK Limited,2011,Differential toxicity of copper (II) oxide nanoparticles of similar hydrodynamic diameter on human differentiated intestinal Caco-2 cell monolayers is correlated in part to copper release and shape,FALSE,FALSE,closed,62_piret2011.pdf,0
1974,CuO,Rod,,Commercial,,527,,50000,H,Human,Colon,Epithelial,Adult,24,25,MTS,TetrazoliumSalt,75.862,10.3109/17435390.2011.625127,62,,10,,Caco-2,Nanotoxicology,Informa UK Limited,2011,Differential toxicity of copper (II) oxide nanoparticles of similar hydrodynamic diameter on human differentiated intestinal Caco-2 cell monolayers is correlated in part to copper release and shape,FALSE,FALSE,closed,62_piret2011.pdf,0
1975,CuO,Rod,,Commercial,,527,,50000,H,Human,Colon,Epithelial,Adult,48,25,MTS,TetrazoliumSalt,64.721,10.3109/17435390.2011.625127,62,,10,,Caco-2,Nanotoxicology,Informa UK Limited,2011,Differential toxicity of copper (II) oxide nanoparticles of similar hydrodynamic diameter on human differentiated intestinal Caco-2 cell monolayers is correlated in part to copper release and shape,FALSE,FALSE,closed,62_piret2011.pdf,0
1976,CuO,Sphere,,Commercial,,644,,,H,Human,Lung,Epithelial,Adult,24,5,MTS,TetrazoliumSalt,100,10.3109/17435390.2011.625127,62,,40,,A549,Nanotoxicology,Informa UK Limited,2011,Differential toxicity of copper (II) oxide nanoparticles of similar hydrodynamic diameter on human differentiated intestinal Caco-2 cell monolayers is correlated in part to copper release and shape,FALSE,FALSE,closed,62_piret2011.pdf,0
1977,CuO,Sphere,,Commercial,,644,,,H,Human,Lung,Epithelial,Adult,24,10,MTS,TetrazoliumSalt,102.87,10.3109/17435390.2011.625127,62,,40,,A549,Nanotoxicology,Informa UK Limited,2011,Differential toxicity of copper (II) oxide nanoparticles of similar hydrodynamic diameter on human differentiated intestinal Caco-2 cell monolayers is correlated in part to copper release and shape,FALSE,FALSE,closed,62_piret2011.pdf,0
1978,CuO,Sphere,,Commercial,,644,,,H,Human,Lung,Epithelial,Adult,24,25,MTS,TetrazoliumSalt,94.702,10.3109/17435390.2011.625127,62,,40,,A549,Nanotoxicology,Informa UK Limited,2011,Differential toxicity of copper (II) oxide nanoparticles of similar hydrodynamic diameter on human differentiated intestinal Caco-2 cell monolayers is correlated in part to copper release and shape,FALSE,FALSE,closed,62_piret2011.pdf,0
1979,CuO,Sphere,,Commercial,,644,,,H,Human,Lung,Epithelial,Adult,24,50,MTS,TetrazoliumSalt,85.872,10.3109/17435390.2011.625127,62,,40,,A549,Nanotoxicology,Informa UK Limited,2011,Differential toxicity of copper (II) oxide nanoparticles of similar hydrodynamic diameter on human differentiated intestinal Caco-2 cell monolayers is correlated in part to copper release and shape,FALSE,FALSE,closed,62_piret2011.pdf,0
1980,CuO,Sphere,,Commercial,,644,,,H,Human,Lung,Epithelial,Adult,24,100,MTS,TetrazoliumSalt,52.759,10.3109/17435390.2011.625127,62,,40,,A549,Nanotoxicology,Informa UK Limited,2011,Differential toxicity of copper (II) oxide nanoparticles of similar hydrodynamic diameter on human differentiated intestinal Caco-2 cell monolayers is correlated in part to copper release and shape,FALSE,FALSE,closed,62_piret2011.pdf,0
1981,CuO,Rod,,Commercial,,527,,,H,Human,Lung,Epithelial,Adult,24,5,MTS,TetrazoliumSalt,103.31,10.3109/17435390.2011.625127,62,,10,,A549,Nanotoxicology,Informa UK Limited,2011,Differential toxicity of copper (II) oxide nanoparticles of similar hydrodynamic diameter on human differentiated intestinal Caco-2 cell monolayers is correlated in part to copper release and shape,FALSE,FALSE,closed,62_piret2011.pdf,0
1982,CuO,Rod,,Commercial,,527,,,H,Human,Lung,Epithelial,Adult,24,10,MTS,TetrazoliumSalt,98.455,10.3109/17435390.2011.625127,62,,10,,A549,Nanotoxicology,Informa UK Limited,2011,Differential toxicity of copper (II) oxide nanoparticles of similar hydrodynamic diameter on human differentiated intestinal Caco-2 cell monolayers is correlated in part to copper release and shape,FALSE,FALSE,closed,62_piret2011.pdf,0
1983,CuO,Rod,,Commercial,,527,,,H,Human,Lung,Epithelial,Adult,24,25,MTS,TetrazoliumSalt,84.768,10.3109/17435390.2011.625127,62,,10,,A549,Nanotoxicology,Informa UK Limited,2011,Differential toxicity of copper (II) oxide nanoparticles of similar hydrodynamic diameter on human differentiated intestinal Caco-2 cell monolayers is correlated in part to copper release and shape,FALSE,FALSE,closed,62_piret2011.pdf,0
1984,CuO,Rod,,Commercial,,527,,,H,Human,Lung,Epithelial,Adult,24,50,MTS,TetrazoliumSalt,56.291,10.3109/17435390.2011.625127,62,,10,,A549,Nanotoxicology,Informa UK Limited,2011,Differential toxicity of copper (II) oxide nanoparticles of similar hydrodynamic diameter on human differentiated intestinal Caco-2 cell monolayers is correlated in part to copper release and shape,FALSE,FALSE,closed,62_piret2011.pdf,0
1985,CuO,Rod,,Commercial,,527,,,H,Human,Lung,Epithelial,Adult,24,100,MTS,TetrazoliumSalt,15.011,10.3109/17435390.2011.625127,62,,10,,A549,Nanotoxicology,Informa UK Limited,2011,Differential toxicity of copper (II) oxide nanoparticles of similar hydrodynamic diameter on human differentiated intestinal Caco-2 cell monolayers is correlated in part to copper release and shape,FALSE,FALSE,closed,62_piret2011.pdf,0
1986,CeO2,Sphere,,Sol-Gel Method,,,,5000,,,,,,24,50,MTT,TetrazoliumSalt,105.86,10.1016/j.ceramint.2014.09.095,63,,20.3,,L929,Ceramics International,Elsevier BV,2015,Bioorganic polymer-based synthesis of cerium oxide nanoparticles and their cell viability assays,FALSE,FALSE,closed,63_kargar2015.pdf,0
1987,CeO2,Sphere,,Sol-Gel Method,,,,5000,,,,,,24,100,MTT,TetrazoliumSalt,103.06,10.1016/j.ceramint.2014.09.095,63,,20.3,,L929,Ceramics International,Elsevier BV,2015,Bioorganic polymer-based synthesis of cerium oxide nanoparticles and their cell viability assays,FALSE,FALSE,closed,63_kargar2015.pdf,0
1988,CeO2,Sphere,,Sol-Gel Method,,,,5000,,,,,,24,200,MTT,TetrazoliumSalt,104.97,10.1016/j.ceramint.2014.09.095,63,,20.3,,L929,Ceramics International,Elsevier BV,2015,Bioorganic polymer-based synthesis of cerium oxide nanoparticles and their cell viability assays,FALSE,FALSE,closed,63_kargar2015.pdf,0
1989,CeO2,Sphere,,Sol-Gel Method,,,,5000,,,,,,24,400,MTT,TetrazoliumSalt,100,10.1016/j.ceramint.2014.09.095,63,,20.3,,L929,Ceramics International,Elsevier BV,2015,Bioorganic polymer-based synthesis of cerium oxide nanoparticles and their cell viability assays,FALSE,FALSE,closed,63_kargar2015.pdf,0
1990,CeO2,Sphere,,Sol-Gel Method,,,,5000,,,,,,24,800,MTT,TetrazoliumSalt,96.943,10.1016/j.ceramint.2014.09.095,63,,20.3,,L929,Ceramics International,Elsevier BV,2015,Bioorganic polymer-based synthesis of cerium oxide nanoparticles and their cell viability assays,FALSE,FALSE,closed,63_kargar2015.pdf,0
